Game_ID,Session_ID,LineUp_ID,Player_ID,Game_Status_ID,Min,Lineup_Score,Oppo_Score,Plus_Minus,Oppo_FGA,Oppo_FGmade,Oppo_FGmiss,Oppo_Two_FGA,Oppo_Two_FGMade,Oppo_Two_Fgmiss,Oppo_Three_FGA,Oppo_Three_FGMade,Oppo_Three_Fgmiss,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_Ftmiss,Oppo_FTMade,Oppo_Ast,Oppo_Stl,Pts,OffReb,DefReb,TtlReb,FGA,FGMade,FGmiss,Two_FGA,Two_FGMade,Two_FGmiss,Three_FGA,Three_FGMade,Three_Fgmiss,Ast,Stl,FTA,FTMade,FTmiss
15,1,4,323,1,1.1,0,7,-7,3,3,0,3,3,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,5,323,1,0.716666667,0,3,-3,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
15,1,6,323,1,0.916666667,2,2,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
15,1,7,323,1,3.266666667,2,7,-5,3,2,1,1,1,0,2,1,1,3,1,4,2,0,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
15,1,8,323,1,1.516666667,2,4,-2,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
15,2,1,323,1,5.05,8,9,-1,9,3,6,8,2,6,1,1,0,2,2,4,2,0,2,1,0,3,3,2,5,2,1,1,2,1,1,0,0,0,0,0,2,1,1
15,2,2,323,1,1.066666667,3,0,3,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,3,323,1,0.866666667,0,2,-2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,6,323,1,0.866666667,1,2,-1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,7,323,1,4.366666667,10,11,-1,5,4,1,4,3,1,1,1,0,5,0,5,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,2,8,323,1,0.85,6,2,4,2,1,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,1,1,323,2,8.65,16,16,0,14,7,7,11,6,5,3,1,2,5,0,5,1,0,1,5,3,0,1,3,4,2,0,2,2,0,2,0,0,0,0,0,1,0,1
17,1,3,323,2,0.866666667,2,3,-1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
17,1,4,323,2,0.766666667,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,5,323,2,1.85,2,3,-1,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,1,6,323,2,1.766666667,0,0,0,4,0,4,2,0,2,2,0,2,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,7,323,2,2.8,4,5,-1,2,2,0,1,1,0,1,1,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,8,323,2,0.616666667,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,1,323,2,2.666666667,7,6,1,5,1,4,2,0,2,3,1,2,4,2,6,6,3,3,1,0,3,0,0,0,1,0,1,1,0,1,0,0,0,0,1,4,3,1
17,2,3,323,2,1.716666667,0,4,-4,2,2,0,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
17,2,4,323,2,2.033333333,2,2,0,4,1,3,2,1,1,2,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,5,323,2,9.95,16,7,9,11,2,9,7,2,5,4,0,4,4,3,7,7,4,3,0,0,2,0,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0
18,1,1,323,2,7.85,14,19,-5,13,8,5,7,5,2,6,3,3,4,1,5,0,0,0,3,2,6,4,2,6,5,2,3,5,2,3,0,0,0,1,0,2,2,0
18,1,2,323,2,4.1,2,8,-6,7,3,4,3,3,0,4,0,4,2,2,4,4,2,2,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,1,3,323,2,1.6,5,0,5,4,0,4,3,0,3,1,0,1,4,0,4,0,0,0,0,0,0,0,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0
18,1,8,323,2,1.733333333,2,4,-2,3,2,1,2,2,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
18,1,9,323,2,0.05,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
18,2,1,323,2,9.9,20,13,7,13,3,10,7,1,6,6,2,4,3,1,4,6,1,5,1,2,8,1,4,5,4,3,1,4,3,1,0,0,0,1,1,4,2,2
18,2,2,323,2,1.733333333,0,3,-3,2,1,1,0,0,0,2,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
18,2,5,323,2,1.55,6,7,-1,2,2,0,1,1,0,1,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,6,323,2,3.733333333,5,7,-2,6,2,4,2,2,0,4,0,4,1,2,3,4,1,3,0,2,2,0,2,2,1,1,0,1,1,0,0,0,0,1,0,2,0,2
1,1,1,313,1,6,11,1,10,8,0,8,6,0,6,2,0,2,1,1,2,4,3,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,313,1,3.433333333,7,6,1,7,2,5,5,1,4,2,1,1,3,2,5,2,1,1,1,0,2,0,1,1,2,1,1,1,1,0,1,0,1,1,0,0,0,0
1,1,4,313,1,1,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1,1,5,313,1,2.233333333,4,2,2,5,1,4,3,1,2,2,0,2,2,1,3,0,0,0,0,0,2,0,1,1,3,1,2,3,1,2,0,0,0,0,0,0,0,0
1,1,6,313,1,2.166666667,2,2,0,3,1,2,3,1,2,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,313,1,3.766666667,6,6,0,4,2,2,3,2,1,1,0,1,3,0,3,2,0,2,1,0,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
1,2,1,313,1,6.116666667,12,8,4,10,4,6,10,4,6,0,0,0,3,3,6,3,3,0,2,0,3,0,0,0,4,1,3,3,1,2,1,0,1,0,0,1,1,0
1,2,2,313,1,1.183333333,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,3,313,1,1.783333333,1,2,-1,3,0,3,1,0,1,2,0,2,2,3,5,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4,313,1,0.7,0,2,-2,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5,313,1,2.083333333,4,0,4,3,0,3,3,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,6,313,1,0.433333333,3,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,7,313,1,1.966666667,3,0,3,3,0,3,3,0,3,0,0,0,3,2,5,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0
5,1,1,313,2,5.816666667,8,8,0,11,3,8,7,1,6,4,2,2,3,2,5,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
5,1,2,313,2,5.966666667,11,8,3,5,4,1,5,4,1,0,0,0,2,0,2,0,0,0,1,1,7,0,0,0,6,2,4,5,1,4,1,1,0,0,0,3,2,1
5,1,3,313,2,2.466666667,7,3,4,3,1,2,2,1,1,1,0,1,1,0,1,2,1,1,1,0,2,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0
5,1,4,313,2,0.933333333,3,4,-1,2,2,0,2,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,1,6,313,2,1.25,2,6,-4,2,2,0,0,0,0,2,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
5,2,1,313,2,4.55,11,12,-1,9,6,3,6,6,0,3,0,3,0,2,2,0,0,0,3,0,6,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0
5,2,3,313,2,7.05,6,16,-10,11,6,5,8,3,5,3,3,0,3,4,7,2,1,1,4,4,4,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0
5,2,4,313,2,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,5,313,2,1.116666667,0,1,-1,0,0,0,0,0,0,0,0,0,2,0,2,4,3,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
5,2,6,313,2,1.166666667,0,0,0,2,0,2,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
5,2,7,313,2,0.983333333,0,2,-2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0
6,1,1,313,1,3.316666667,2,5,-3,4,2,2,2,1,1,2,1,1,2,0,2,0,0,0,1,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0
6,1,2,313,1,0.816666667,3,0,3,2,0,2,1,0,1,1,0,1,1,0,1,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,1,3,313,1,3.466666667,7,3,4,4,1,3,2,1,1,2,0,2,2,0,2,2,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
6,1,4,313,1,1.116666667,2,2,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
6,1,5,313,1,9.283333333,9,10,-1,12,5,7,10,5,5,2,0,2,4,1,5,0,0,0,2,1,2,0,1,1,3,1,2,3,1,2,0,0,0,0,1,0,0,0
6,2,1,313,1,11.5,21,30,-9,18,8,10,10,4,6,8,4,4,6,2,8,11,1,10,5,2,5,1,1,2,7,2,5,7,2,5,0,0,0,2,0,2,1,1
6,2,2,313,1,0.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,3,313,1,0.933333333,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1
6,2,4,313,1,1.283333333,2,4,-2,2,2,0,2,2,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,2,5,313,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,6,313,1,3.416666667,4,6,-2,5,2,3,2,0,2,3,2,1,4,0,4,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,2,7,313,1,0.733333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,8,313,1,0.716666667,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
7,1,1,313,1,5,18,5,13,6,1,5,4,1,3,2,0,2,0,0,0,4,1,3,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,3,0,0,0,0
7,1,2,313,1,1.55,4,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,3,313,1,1.15,2,0,2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0
7,1,4,313,1,1.766666667,2,0,2,5,0,5,4,0,4,1,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,6,313,1,1.083333333,0,3,-3,4,1,3,4,1,3,0,0,0,1,3,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,7,313,1,1.366666667,0,2,-2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,8,313,1,4.7,4,16,-12,9,6,3,6,3,3,3,3,0,5,1,6,2,1,1,4,0,0,0,0,0,2,0,2,1,0,1,1,0,1,2,0,0,0,0
7,1,9,313,1,1.383333333,2,2,0,4,1,3,3,1,2,1,0,1,1,2,3,0,0,0,0,1,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
7,2,1,313,1,5.933333333,7,8,-1,12,2,10,10,2,8,2,0,2,2,5,7,8,4,4,1,1,4,0,1,1,3,2,1,3,2,1,0,0,0,1,0,0,0,0
7,2,2,313,1,1.05,4,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
7,2,3,313,1,0.4,0,3,-3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,4,313,1,0.716666667,3,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,2,5,313,1,2.183333333,6,8,-2,4,3,1,1,1,0,3,2,1,0,1,1,0,0,0,2,0,4,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0
7,2,6,313,1,1.266666667,1,0,1,2,0,2,1,0,1,1,0,1,2,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
7,2,8,313,1,0.516666667,0,4,-4,1,1,0,1,1,0,0,0,0,1,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2,9,313,1,0.833333333,0,2,-2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
7,2,10,313,1,5.816666667,11,13,-2,7,3,4,4,2,2,3,1,2,3,1,4,6,0,6,1,1,4,0,0,0,5,2,3,5,2,3,0,0,0,0,1,0,0,0
7,3,1,313,1,2.8,10,4,6,3,1,2,3,1,2,0,0,0,0,0,0,2,0,2,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0
7,3,2,313,1,2.133333333,4,4,0,6,2,4,5,2,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
9,1,1,313,1,9.6,12,13,-1,12,5,7,7,4,3,5,1,4,6,1,7,2,0,2,3,2,5,0,0,0,2,2,0,2,2,0,0,0,0,0,0,2,1,1
9,1,2,313,1,3.016666667,5,5,0,3,2,1,2,1,1,1,1,0,3,0,3,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,1,0,0,0
9,1,3,313,1,1.083333333,2,4,-2,3,2,1,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9,1,4,313,1,0.8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,1,6,313,1,1.45,4,0,4,2,0,2,1,0,1,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
9,1,7,313,1,1.25,2,3,-1,2,1,1,1,1,0,1,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,1,313,1,6.583333333,15,10,5,6,4,2,3,2,1,3,2,1,4,0,4,0,0,0,3,0,3,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
9,2,3,313,1,2.983333333,9,0,9,3,0,3,2,0,2,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0
9,2,4,313,1,0.75,1,3,-2,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,5,313,1,1.516666667,4,2,2,2,0,2,1,0,1,1,0,1,0,1,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2,6,313,1,1.533333333,0,5,-5,3,2,1,2,1,1,1,1,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
9,2,7,313,1,1.283333333,2,2,0,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,313,1,5.55,11,2,9,9,1,8,6,1,5,3,0,3,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,1,2,313,1,2.016666667,5,5,0,4,2,2,1,1,0,3,1,2,0,0,0,0,0,0,2,1,5,0,0,0,2,2,0,2,2,0,0,0,0,0,1,2,1,1
10,1,4,313,1,1.266666667,2,5,-3,2,2,0,1,1,0,1,1,0,1,0,1,0,0,0,2,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
10,1,5,313,1,0.933333333,3,2,1,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,6,313,1,1.6,3,0,3,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,1,7,313,1,0.85,3,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,8,313,1,1.133333333,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
10,1,9,313,1,1.7,4,1,3,1,0,1,1,0,1,0,0,0,0,1,1,2,1,1,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
10,1,10,313,1,1.383333333,5,5,0,1,1,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,11,313,1,1.666666667,1,0,1,3,0,3,2,0,2,1,0,1,3,0,3,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,1,1
10,2,1,313,1,10.51666667,22,21,1,19,9,10,15,8,7,4,1,3,6,2,8,2,0,2,4,0,8,0,0,0,5,3,2,5,3,2,0,0,0,0,0,2,2,0
10,2,2,313,1,3.3,4,10,-6,5,4,1,3,2,1,2,2,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,2,3,313,1,1.316666667,3,4,-1,2,1,1,2,1,1,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,2,7,313,1,0.566666667,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,8,313,1,2.883333333,6,5,1,5,1,4,5,1,4,0,0,0,1,1,2,3,0,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
11,1,1,313,2,3.85,7,7,0,6,3,3,4,2,2,2,1,1,3,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,1,2,313,2,1.166666667,3,2,1,3,1,2,2,1,1,1,0,1,1,1,2,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
11,1,3,313,2,4.2,5,2,3,5,1,4,4,1,3,1,0,1,4,2,6,0,0,0,0,1,0,0,1,1,2,0,2,2,0,2,0,0,0,0,1,0,0,0
11,1,4,313,2,0.833333333,3,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,1,5,313,2,1.45,2,2,0,3,1,2,2,1,1,1,0,1,3,0,3,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
11,1,6,313,2,2.05,0,3,-3,3,1,2,2,0,2,1,1,0,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,10,313,2,1.816666667,2,2,0,3,1,2,3,1,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,1,11,313,2,0.85,0,7,-7,4,3,1,3,2,1,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,12,313,2,2.016666667,7,0,7,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
11,2,1,313,2,1.65,6,2,4,3,1,2,2,1,1,1,0,1,0,1,1,0,0,0,0,0,4,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,0,0
11,2,2,313,2,8.616666667,12,15,-3,9,4,5,5,2,3,4,2,2,8,1,9,11,6,5,3,0,2,0,1,1,6,1,5,5,1,4,1,0,1,1,0,0,0,0
11,2,3,313,2,2.083333333,3,3,0,3,1,2,2,0,2,1,1,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,4,313,2,3.9,7,8,-1,6,3,3,5,3,2,1,0,1,2,1,3,2,0,2,2,1,2,1,1,2,3,1,2,3,1,2,0,0,0,1,0,0,0,0
11,2,5,313,2,0.333333333,0,2,-2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,8,313,2,0.233333333,0,2,-2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
12,1,2,313,1,1.583333333,1,3,-2,3,1,2,2,0,2,1,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,3,313,1,5.95,6,3,3,6,1,5,1,1,0,5,0,5,4,0,4,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,1,4,313,1,3.533333333,8,4,4,5,2,3,2,2,0,3,0,3,2,1,3,0,0,0,1,0,2,0,1,1,2,1,1,2,1,1,0,0,0,1,1,0,0,0
12,1,5,313,1,0.683333333,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,7,313,1,0.383333333,0,2,-2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
12,2,3,313,1,1.183333333,2,0,2,3,0,3,1,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,4,313,1,2.233333333,0,0,0,2,0,2,2,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0
12,2,5,313,1,2.033333333,4,0,4,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
12,2,6,313,1,5.533333333,10,8,2,6,2,4,1,0,1,5,2,3,3,0,3,3,1,2,2,1,6,0,1,1,4,2,2,4,2,2,0,0,0,0,1,2,2,0
12,2,9,313,1,1.4,2,4,-2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2,10,313,1,1.433333333,1,2,-1,2,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
12,2,11,313,1,0.083333333,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1,313,1,10.15,23,28,-5,18,12,6,12,8,4,6,4,2,3,1,4,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
15,1,2,313,1,0.666666667,2,2,0,3,1,2,3,1,2,0,0,0,1,1,2,0,0,0,0,0,2,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
15,1,3,313,1,1.616666667,0,3,-3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
15,1,4,313,1,1.1,0,7,-7,3,3,0,3,3,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,6,313,1,0.916666667,2,2,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,7,313,1,3.266666667,2,7,-5,3,2,1,1,1,0,2,1,1,3,1,4,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,8,313,1,1.516666667,2,4,-2,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
